SK_ID_CURR,EXT_SOURCE_3,EXT_SOURCE_2,BURO_CREDIT_ACTIVE_Closed_MEAN,DAYS_BIRTH,PREV_NAME_CONTRACT_STATUS_Refused_MEAN,DAYS_EMPLOYED,BURO_DAYS_CREDIT_UPDATE_MEAN,DAYS_EMPLOYED_PERC,ACTIVE_DAYS_CREDIT_MEAN,REGION_RATING_CLIENT_W_CITY,NAME_INCOME_TYPE_Working,PREV_NAME_PRODUCT_TYPE_walk-in_MEAN,NAME_EDUCATION_TYPE_Higher education,PREV_CODE_REJECT_REASON_SCOFR_MEAN,DAYS_LAST_PHONE_CHANGE,CODE_GENDER,APPROVED_DAYS_DECISION_MIN,DAYS_ID_PUBLISH
164568,0.3723336657058204,0.2379643131162123,0.3333333333333333,-13849,0.0,-1325.0,-184.33333333333331,0.0956747779623077,-366.5,2,1,0.0,0,0.0,-651.0,1,-651.0,-4683
164571,0.2263473957097693,0.3804085521120527,0.5,-8754,0.0,-1171.0,-58.0,0.1337674206077221,-109.0,2,0,0.0,0,0.0,-982.0,0,-982.0,-1422
164572,0.3001077565791181,0.1935042884488817,0.3333333333333333,-8063,0.0,-968.0,-101.0,0.1200545702592087,-419.0,2,1,0.0,0,0.0,-817.0,1,-817.0,-732
164619,0.363945238612397,0.4029119501427337,0.0,-10022,0.0,-2530.0,-87.0,0.2524446218319696,-601.0,2,1,0.0,0,0.0,-2407.0,0,-2407.0,-2611
164652,0.2431864804420123,0.6796407140669424,0.5,-21935,0.5,,-346.8,,-635.9,2,0,0.0,0,0.0,-637.0,0,-637.0,-2313
164685,0.4365064990977374,0.1457357253102317,0.6666666666666666,-22737,0.25,,-716.1111111111111,,-329.0,2,0,0.0,0,0.0,-630.0,0,-2346.0,-3758
164717,0.3842068130556564,0.1911604347046854,0.5714285714285714,-14269,0.0,-5114.0,-334.2857142857143,0.358399327212839,-911.6666666666666,2,1,0.0,0,0.0,-723.0,0,-2614.0,-3903
164721,0.4083588531230431,0.2672428443612409,0.3333333333333333,-13336,0.0,-2363.0,-36.333333333333336,0.1771895620875825,-1060.5,2,1,0.0,0,0.0,-1.0,0,-2769.0,-3268
164766,0.0534780873611726,0.0001113521337541,0.3333333333333333,-10114,0.2857142857142857,-216.0,-101.0,0.0213565354953529,-226.5,2,1,0.0,0,0.0,-197.0,1,-595.0,-2768
164776,,0.2333989684822161,1.0,-12637,0.5454545454545454,-311.0,-67.0,0.02461027142518,,2,1,0.0909090909090909,0,0.0909090909090909,-331.0,1,-557.0,-402
164799,0.2445163919946749,0.5534327857084949,0.8333333333333334,-11503,,-557.0,-787.9444444444445,0.0484221507432843,-497.6666666666667,1,0,,0,,-299.0,1,,-480
164808,0.5989262182569273,0.5690958461182988,0.6666666666666666,-10855,0.6666666666666666,-227.0,-522.8333333333334,0.0209120221096269,-776.0,2,1,0.0,1,0.6666666666666666,-1186.0,0,-584.0,-313
164819,0.3723336657058204,0.108973413733214,0.3333333333333333,-10024,0.375,-1088.0,-235.5,0.1085395051875498,-373.75,2,1,0.375,0,0.0,0.0,1,-1542.0,-2709
164821,,0.2925282103670181,1.0,-8803,0.0,-1757.0,-13.0,0.199591048506191,,3,0,0.0,0,0.0,-469.0,1,-469.0,-1493
164834,0.3962195720630885,0.543495624527233,0.6666666666666666,-11470,0.0,-1394.0,-729.6666666666666,0.1215344376634699,-468.0,2,1,0.0,1,0.0,-271.0,0,-271.0,-2515
164842,0.4118485559242397,0.3534297858996064,0.75,-10562,0.0,-1517.0,-517.75,0.1436281007384965,-335.0,2,0,0.0,0,0.0,-1046.0,1,-1046.0,-2945
164855,0.3123653692278984,0.6264973845393977,0.8,-13247,0.3333333333333333,-294.0,-468.8,0.0221937042349211,-1163.0,2,0,0.0,0,0.0,-1974.0,1,-1974.0,-2740
164891,0.1538025863067176,0.1465543582996152,0.8333333333333334,-10597,0.0,-1276.0,-397.5,0.1204114371992073,-627.0,2,1,1.0,0,0.0,0.0,0,-1099.0,-2839
164924,0.3944954053123993,0.4110658098692224,0.75,-11641,0.4,-376.0,-529.5,0.0322996306159264,-659.5,1,1,0.0,1,0.0,0.0,1,-1960.0,-4296
164933,0.1385128770585923,0.655278621936963,0.0,-10526,0.0,-379.0,-12.0,0.0360060801824054,-216.0,2,0,0.0,1,0.0,-636.0,0,-636.0,-3159
164939,0.3457848024695955,0.0281891825341207,0.3333333333333333,-8590,0.0,-297.0,-23.666666666666668,0.0345750873108265,-139.0,2,1,0.0,0,0.0,0.0,1,-1005.0,-1071
165020,0.2721336844147212,0.6081091422528817,0.75,-14494,0.75,-3889.0,-731.875,0.2683179246584793,-1505.5,2,0,0.0,0,0.0,-1943.0,0,-854.0,-342
165027,,0.1839865107280268,0.0,-25154,0.3157894736842105,,-290.5,,-344.5,2,0,0.2631578947368421,0,0.0,-233.0,0,-2776.0,-1691
165046,0.7421816117614419,0.1802021405936968,1.0,-15823,0.0,-2427.0,-968.5,0.1533843139733299,,3,0,0.0,0,0.0,-617.0,0,-617.0,-4224
165048,,0.2398809156505725,,-10203,0.0833333333333333,-509.0,,0.0498872880525335,,3,1,0.0,0,0.0,-1641.0,0,-1641.0,-504
165082,0.1359510441732951,0.5766136002408151,0.0,-13311,0.1428571428571428,-318.0,-18.0,0.0238900157764255,-203.0,2,1,0.1428571428571428,0,0.0,-1681.0,0,-1681.0,-1606
165133,0.434733248750173,0.50900488680384,0.0,-20427,0.5,,-18.0,,-230.0,3,0,0.0,0,0.0,-355.0,1,-355.0,-1553
165140,0.2276129150623945,0.5904986448005032,0.6190476190476191,-18006,0.6363636363636364,-3643.0,-555.4761904761905,0.2023214484060868,-618.75,2,1,0.0909090909090909,0,0.0,-1536.0,0,-1536.0,-784
165152,0.2970866116472028,0.5429150345306679,0.0,-19071,0.0909090909090909,-247.0,-37.6,0.0129516019086571,-684.6,2,0,0.0909090909090909,0,0.0,0.0,1,-2806.0,-2609
165168,0.5136937663039473,0.4835360812770242,0.7777777777777778,-18631,0.4,-1105.0,-585.7777777777778,0.0593097525629327,-411.0,2,1,0.2,0,0.0,-718.0,0,-718.0,-2182
165188,0.3201633668633456,0.4837381397792957,1.0,-11296,0.5,-1322.0,-305.0,0.1170325779036827,,2,1,0.0,0,0.0,-617.0,1,-884.0,-3882
165202,0.2301588968634147,0.421656000103135,0.2,-17226,,-5402.0,-61.6,0.3135957273888308,-1226.25,2,1,,0,,0.0,0,,-765
165204,0.3893387918468769,0.1691001586583281,0.5333333333333333,-12302,0.0,-2265.0,-758.2,0.1841164038367745,-1409.2857142857142,3,0,0.0,1,0.0,-1990.0,0,-2780.0,-4762
165302,0.3328505641648731,0.6203420635517257,0.0,-14783,0.25,-2261.0,-30.33333333333333,0.1529459514306974,-216.0,2,1,0.5,0,0.0,-1341.0,0,-1341.0,-4089
165336,0.3606125659189888,0.3190974031753247,0.2857142857142857,-16342,0.2857142857142857,-7815.0,-170.42857142857142,0.4782156406804552,-501.8,2,1,0.0,0,0.0,-158.0,0,-2320.0,-3550
165339,0.2458512138252296,0.2186857298816932,0.4615384615384615,-22699,0.0909090909090909,,-741.4615384615385,,-1129.6666666666667,2,0,0.1818181818181818,0,0.0,-791.0,0,-821.0,-4992
165363,,0.4453552544056424,,-13224,0.0,-547.0,,0.0413641863278886,,2,1,0.0,0,0.0,0.0,1,-2568.0,-4744
165380,0.0638048444715178,0.5438808107116947,,-20569,0.0,-7309.0,,0.3553405610384559,,2,0,1.0,0,0.0,-645.0,0,-645.0,-3864
165428,0.5814837058057234,0.5624773327130226,0.5,-13519,0.4285714285714285,-2116.0,-993.5,0.1565204526962053,,3,1,0.4285714285714285,0,0.1428571428571428,-492.0,1,-492.0,-3933
165478,0.0932250953774744,0.0228476686406556,0.6153846153846154,-14955,0.1666666666666666,-3170.0,-163.15384615384616,0.2119692410565028,-373.4,1,1,0.1666666666666666,1,0.0,-1029.0,0,-2505.0,-4707
165500,0.6212263380626669,0.2725037929139668,0.5,-17900,0.3333333333333333,-4308.0,-391.25,0.2406703910614525,-379.0,3,1,0.0,0,0.0,0.0,0,-776.0,-1430
165511,0.5814837058057234,0.5738779494016795,0.0,-15847,0.2,-1238.0,-487.0,0.078122042026882,-741.0,2,1,0.2,0,0.0,-250.0,0,-729.0,-4365
165515,0.2079641743053816,0.3369869639539464,0.25,-9500,0.0,-1740.0,-198.25,0.1831578947368421,-423.0,2,1,0.0,0,0.0,-964.0,1,-964.0,-2137
165530,,0.3244566098772302,,-21271,0.3333333333333333,,,,,2,0,0.2222222222222222,0,0.0,-227.0,0,-1430.0,-4610
165537,0.6832688314232291,0.3389293643492719,0.75,-13398,0.25,-1487.0,-794.125,0.1109867144349903,-447.5,2,1,0.0,0,0.0,0.0,0,-2660.0,-2010
165539,0.5028782772082183,0.6573650764576678,0.3333333333333333,-11795,0.0,-1137.0,-321.3333333333333,0.0963967782958881,-593.0,2,1,0.0,0,0.0,0.0,0,-604.0,-2151
165558,0.7338145369642702,0.1649957037736535,1.0,-16663,0.0,-656.0,-1897.0,0.0393686611054431,,2,1,0.0,0,0.0,-2081.0,0,-2081.0,-209
165574,0.4066174366275036,0.2644303570292413,0.7272727272727273,-15601,0.2727272727272727,-392.0,-527.2727272727273,0.0251265944490737,-968.0,2,1,0.4545454545454545,1,0.0,-233.0,0,-1028.0,-4369
165576,0.1082263226697141,0.6814425203382926,0.5,-12493,0.0,-238.0,-31.5,0.0190506683742896,-51.0,2,0,0.0,0,0.0,-291.0,1,-285.0,-2259
165624,0.4812493411434029,0.2990003145051302,0.5,-13197,0.0,-2285.0,-132.5,0.1731454118360233,-228.0,3,1,0.0,0,0.0,-1024.0,1,-1024.0,-1929
165633,0.6006575372857061,0.3724270863251111,0.7142857142857143,-12422,0.0,-713.0,-322.42857142857144,0.0573981645467718,-269.5,2,1,0.0,0,0.0,-779.0,0,-779.0,-4853
165666,0.6246146584503397,0.0300054830009493,0.6,-12987,0.0,-851.0,-416.6,0.0655270655270655,-1446.5,1,0,0.5,0,0.0,-1539.0,0,-2666.0,-3645
165692,0.3927738606031339,0.3248449664055731,0.6153846153846154,-20573,0.5,,-659.7692307692307,,-429.8,2,0,0.25,0,0.0,0.0,0,-949.0,-3332
165721,,0.1229113589523627,1.0,-20185,0.5,,-1512.0,,,2,0,1.0,0,0.0,0.0,0,-746.0,-3573
165726,0.5172965813614878,0.1815889280945417,0.6666666666666666,-9513,0.0,-1050.0,-135.66666666666666,0.1103752759381898,-268.0,2,1,0.0,1,0.0,0.0,0,-581.0,-2200
165762,0.6246146584503397,0.3306651419984322,0.6,-20228,0.0,,-372.8,,-319.5,2,0,0.0,0,0.0,0.0,0,-1151.0,-1987
165780,0.6127042441012546,0.266712186832695,0.0,-11341,0.0,-2907.0,-26.0,0.256326602592364,-660.5,3,1,0.0,1,0.0,-1740.0,0,-1740.0,-490
165822,0.3706496323299817,0.038374992640199,0.6,-11405,0.0,-3440.0,-448.2,0.3016220955721175,-132.5,3,1,0.0,0,0.0,-585.0,1,-585.0,-3479
165840,,0.6071446282113687,,-12348,0.0,-341.0,,0.0276158082280531,,2,1,0.0,0,0.0,-427.0,1,-427.0,-4648
165864,,0.1079562976640487,,-18328,0.3333333333333333,,,,,3,0,0.0,0,0.0,-28.0,0,-1825.0,-385
165887,,0.2283395831472321,,-21506,0.0,,,,,3,0,0.0,0,0.0,-3619.0,0,-2748.0,-4479
165910,0.1997705696341145,0.3077156684446604,0.5,-14109,0.2,-3048.0,-167.5,0.2160323197958749,-185.66666666666663,2,0,0.0,0,0.0,-749.0,1,-749.0,-2087
165915,0.6075573001388961,0.1683395427093336,1.0,-10014,,-627.0,-714.5,0.0626123427201917,,2,1,,0,,-486.0,0,,-2676
165918,0.1276987943727713,0.218054944076744,0.375,-13055,0.0,-3094.0,-443.875,0.2369973190348525,-1275.4,2,1,0.0,1,0.0,-2038.0,0,-2368.0,-2701
165919,0.1117563710719636,0.5919203020832245,0.6666666666666666,-8394,0.0,-1268.0,-315.6,0.1510602811532046,-392.2,1,1,0.0,1,0.0,-1711.0,0,-1711.0,-1060
165934,0.1528662291550415,0.0590299845895239,0.4,-15430,0.0,-899.0,-167.4,0.0582631237848347,-621.0,2,1,0.0,0,0.0,-236.0,1,-317.0,-4477
165951,,0.1643700076695227,,-13636,0.0,-3268.0,,0.2396597242593136,,2,1,0.0,0,0.0,0.0,1,-451.0,-4334
165959,0.1393757800997895,0.3825653265034911,0.9230769230769232,-12067,0.1111111111111111,-1614.0,-808.4615384615385,0.1337532112372586,-841.0,3,1,0.0,1,0.0,-338.0,1,-2644.0,-3815
165970,0.4578995512067301,0.6080778739114179,0.7692307692307693,-18779,0.2,-557.0,-725.8461538461538,0.0296607913094414,-778.3333333333334,2,0,0.2,0,0.0,-2058.0,0,-2240.0,-2330
165990,0.2851799046358216,0.6319866628627371,0.0,-10330,0.0,-122.0,-121.0,0.0118102613746369,-426.5,2,1,0.25,0,0.0,-974.0,0,-974.0,-1512
166003,0.3979463219016906,0.6205326025598726,1.0,-16538,0.0,-1878.0,-584.0,0.11355665739509,,3,1,0.0,0,0.0,-541.0,0,-541.0,-68
167239,0.8027454758994178,0.157377696317453,0.8571428571428571,-10067,0.3333333333333333,-3120.0,-828.0,0.3099235124664746,-1483.0,2,1,0.1111111111111111,0,0.0,-1556.0,0,-1678.0,-2732
167260,0.3077366963789207,0.1557174516498539,0.0,-10254,,-495.0,-30.0,0.048273844353423,-213.0,2,0,,0,,-212.0,0,,-608
167273,,0.2255925173687322,,-13877,0.0,-641.0,,0.0461915399582042,,3,1,0.0,0,0.0,0.0,1,-2737.0,-4494
167276,,0.0694074342652176,,-7778,,-229.0,,0.0294420159424016,,2,1,,0,,-128.0,1,,-421
167296,0.1206410299309233,0.3844213786570694,0.8571428571428571,-18276,0.0,-1097.0,-282.2857142857143,0.0600240752899978,-633.0,2,1,0.0,1,0.0,-2550.0,0,-2676.0,-1812
167299,0.3689687382528466,0.3136631886765626,1.0,-19383,0.0,-2769.0,-1091.0,0.1428571428571428,,2,1,1.0,0,0.0,-37.0,0,-2315.0,-2412
167401,0.3185955240537633,0.5606575410379087,0.5,-13170,0.3333333333333333,-6422.0,-319.875,0.4876233864844343,-844.0,2,1,0.0,0,0.0,0.0,0,-1802.0,-3937
167433,0.25533177083329,0.5866012314213017,0.5,-11706,0.0,-2135.0,-582.0,0.1823851016572698,-1445.5,2,1,0.2,1,0.0,-1582.0,0,-1582.0,-3354
167437,0.3979463219016906,0.4742591816339269,0.5555555555555556,-16218,0.0,-3612.0,-657.6666666666666,0.2227155012948575,-656.0,3,1,0.0,0,0.0,-2564.0,0,-2564.0,-4707
167557,0.1482543790610911,0.5763626690924039,1.0,-13003,0.0,-1306.0,-970.75,0.1004383603783742,,2,1,0.3333333333333333,1,0.0,-1252.0,1,-1252.0,-2578
167566,0.4101025731788671,0.4157376296770533,0.6666666666666666,-14674,0.4444444444444444,-5683.0,-629.5555555555555,0.3872836309118168,-1376.0,2,1,0.0,0,0.0,-2734.0,1,-2734.0,-362
167572,,0.2258141706242274,,-12595,0.4444444444444444,-983.0,,0.0780468439857086,,3,1,0.2222222222222222,0,0.4444444444444444,0.0,1,-472.0,-4286
167573,0.228883416700673,0.6192650803166241,0.25,-15841,0.1666666666666666,-437.0,-22.75,0.0275866422574332,-361.0,2,1,0.0,0,0.0,-1251.0,1,-2781.0,-4550
167592,0.2009260877159709,0.6120573562691519,0.3333333333333333,-14229,0.2,-4381.0,-126.66666666666669,0.3078923325602642,-409.5,2,1,0.2,1,0.0,-355.0,0,-2763.0,-2212
167631,0.237916079507114,0.1981878566400798,0.7241379310344828,-11126,0.3333333333333333,-836.0,-871.4137931034483,0.075139313320151,-992.8571428571428,3,1,0.3333333333333333,0,0.0,-1480.0,1,-2616.0,-3819
167637,0.221335206354466,0.322379907840099,0.125,-15501,0.1111111111111111,-6560.0,-203.0,0.4231985033223663,-541.2857142857143,2,1,0.0,0,0.0,-913.0,1,-913.0,-5012
167648,0.1437580534911652,0.6653283346950387,0.5,-12360,0.375,-846.0,-483.25,0.0684466019417475,-694.0,2,1,0.125,0,0.0,-2818.0,0,-2179.0,-3737
167697,0.0920128093981064,0.6344042327396211,0.3333333333333333,-9998,0.2222222222222222,-1498.0,-709.3333333333334,0.1498299659931986,-173.5,2,0,0.0,0,0.0,-1984.0,1,-2645.0,-2655
167717,,0.5426165549472463,1.0,-16637,0.3333333333333333,-3356.0,-387.0,0.2017190599266694,,2,1,0.6666666666666666,0,0.0,-174.0,1,-875.0,-189
167746,0.2418614865234661,0.6375228105713866,0.4,-16519,0.0,-1392.0,-767.8,0.0842666020945577,-1111.0,2,1,0.0,0,0.0,-2491.0,0,-2740.0,-41
167751,0.1047946227497676,0.3454809418652208,0.7619047619047619,-14716,0.0,-3932.0,-724.6190476190476,0.2671921717858113,-853.2,2,0,0.0,0,0.0,-1604.0,0,-2479.0,-5065
167830,0.6023863442690867,0.3600787390234517,1.0,-19944,0.0,-1988.0,-667.0,0.0996791014841556,,3,0,0.0,0,0.0,-1145.0,0,-1145.0,-3376
167841,0.4543210601605785,0.4556347380034675,0.25,-12420,0.0,-1888.0,-231.25,0.152012882447665,-453.6666666666667,2,1,1.0,0,0.0,-695.0,0,-695.0,-2345
167851,0.1491674613233488,0.0748462524119886,0.6666666666666666,-11862,0.5,-2650.0,-228.0,0.2234024616422188,-700.0,3,1,0.25,0,0.25,-428.0,1,-1155.0,-4522
167907,0.3506958432829587,0.0642232372650442,0.5,-13423,0.0,-168.0,-63.0,0.012515831036281,-633.0,3,0,0.0,1,0.0,-512.0,1,-512.0,-1378
167947,,0.3079579571388948,0.0,-18526,0.0,-2755.0,-1216.5,0.1487099211918384,-1252.5,3,0,0.0,0,0.0,-3000.0,0,-2763.0,-2057
167994,,0.4851800049045217,0.0,-14214,0.0,-413.0,-19.0,0.0290558604193049,-511.0,2,1,0.5,0,0.0,-1401.0,1,-1401.0,-3682
168133,0.3474182272002641,0.1233528760028814,0.0,-11569,0.0,-1680.0,-6.0,0.1452156625464603,-269.0,2,1,0.0,0,0.0,-828.0,0,-1379.0,-88
168135,0.375711009574066,0.5546970814436831,0.6666666666666666,-13349,0.0,-992.0,-383.8888888888889,0.0743126825979474,-861.3333333333334,2,0,0.0,0,0.0,-1526.0,0,-1526.0,-2340
168165,0.6446794549585961,0.3371628754224892,1.0,-9407,0.6,-185.0,-476.0,0.019666206016796,,2,1,0.2,0,0.0,-1.0,1,-621.0,-2078
168171,0.3859146722745145,0.4644070953235436,0.7,-16469,0.1666666666666666,-1392.0,-575.8,0.0845224360920517,-574.6666666666666,3,1,0.0,0,0.0,-1817.0,1,-2806.0,-15
168175,0.2340151665320674,0.1632915784300056,0.625,-10623,0.7307692307692307,-681.0,-101.125,0.0641061846935893,-287.3333333333333,2,1,0.2692307692307692,0,0.1923076923076923,-989.0,0,-989.0,-995
168229,0.1253078784282391,0.695325697503528,0.6666666666666666,-22465,0.3181818181818182,,-467.44444444444446,,-877.0,2,0,0.0,0,0.0,-2207.0,0,-2207.0,-4605
168309,,0.3537046758197223,,-8594,0.1666666666666666,-623.0,,0.072492436583663,,2,1,0.0,0,0.0,-281.0,0,-1977.0,-1277
168313,0.2721336844147212,0.3613242542209465,0.375,-12338,0.3636363636363636,-3014.0,-259.25,0.2442859458583239,-624.4,2,1,0.0909090909090909,1,0.0,-1746.0,0,-2766.0,-2729
168326,0.172495466777331,0.3953131071155701,0.0,-17854,0.0,-888.0,-75.0,0.0497367536686456,-462.0,3,1,0.0,0,0.0,-490.0,1,-490.0,-1405
168331,0.4135967602644276,0.114059935527527,0.0,-17478,0.0,-3707.0,-100.5,0.2120952054010756,-300.5,2,0,0.0,0,0.0,-1314.0,0,-2839.0,-1023
168349,0.2512394458905693,0.3241738848541972,0.6428571428571429,-21271,0.4,,-723.8571428571429,,-1076.0,1,0,0.0,1,0.0,-657.0,0,-2048.0,-4750
